episodio,recompensa_total,pasos,terminado_por_muerte,recompensa_final_ajustada
86,1008.4999999999691,2040,True,1008.4999999999691,False
87,483.6500000000071,9814,True,483.6500000000071,False
88,1508.7999999999395,2440,True,1508.7999999999395,False
89,982.7999999999631,4132,True,982.7999999999631,False
90,1040.799999999944,3529,True,1040.799999999944,False
91,600.5999999999046,9941,True,600.5999999999046,False
92,1005.8999999999733,1019,True,1005.8999999999733,False
93,574.7999999997769,10720,True,574.7999999997769,False
94,1897.349999999905,5360,True,1897.349999999905,False
95,2579.700000000109,6257,True,2579.700000000109,False
96,1164.2999999999313,3610,True,1164.2999999999313,False
97,1927.6499999998543,9081,True,1927.6499999998543,False
98,1150.3999999997366,14294,True,1150.3999999997366,False
99,1030.649999999961,9592,True,1030.649999999961,False
100,1796.099999999896,4639,True,1796.099999999896,False
101,1588.2499999996596,12687,True,1588.2499999996596,False
102,1411.1499999999453,2100,True,1411.1499999999453,False
103,643.6499999997734,12929,True,643.6499999997734,False
104,-474.74999999998346,10552,True,-474.74999999998346,False
105,1597.5499999999033,3195,True,1597.5499999999033,False
106,976.9499999997415,12298,True,976.9499999997415,False
107,1700.649999999802,6348,True,1700.649999999802,False
108,1639.0499999999552,4291,True,1639.0499999999552,False
109,917.7999999997562,9998,True,917.7999999997562,False
110,704.2499999999748,1381,True,704.2499999999748,False
111,1389.2999999998854,5528,True,1389.2999999998854,False
112,1411.9499999998213,6017,True,1411.9499999998213,False
113,886.5999999999767,4161,True,886.5999999999767,False
114,1127.59999999988,4596,True,1127.59999999988,False
115,-345.45000000008986,11690,True,-345.45000000008986,False
116,681.5499999999934,2033,True,681.5499999999934,False
117,576.1499999998507,13364,True,576.1499999998507,False
118,961.7999999999045,3902,True,961.7999999999045,False
119,1224.3999999999567,1591,True,1224.3999999999567,False
120,941.6999999999589,1801,True,941.6999999999589,False
121,-178.65000000026038,16835,True,-178.65000000026038,False
122,1026.3999999998948,3487,True,1026.3999999998948,False
123,1220.1999999998895,7895,True,1220.1999999998895,False
124,742.1499999999628,1925,True,742.1499999999628,False
125,951.6499999999398,2401,True,951.6499999999398,False
126,1124.5499999997899,12908,True,1124.5499999997899,False
127,1264.399999999888,19088,True,1264.399999999888,False
128,1160.6999999999382,2657,True,1160.6999999999382,False
129,798.7499999999527,2105,True,798.7499999999527,False
130,912.5499999999613,1949,True,912.5499999999613,False
131,692.0999999999531,4458,True,692.0999999999531,False
132,1457.2499999999256,3180,True,1457.2499999999256,False
133,806.5499999999697,2968,True,806.5499999999697,False
134,1158.8499999999385,4193,True,1158.8499999999385,False
135,899.2499999998524,12089,True,899.2499999998524,False
136,1034.4999999998029,9504,True,1034.4999999998029,False
137,975.7499999997844,8383,True,975.7499999997844,False
138,2078.899999999999,2874,True,2078.899999999999,False
139,1399.0999999999453,1805,True,1399.0999999999453,False
140,1052.749999999888,8208,True,1052.749999999888,False
141,20.49999999979923,11499,True,20.49999999979923,False
142,930.9999999999384,2896,True,930.9999999999384,False
143,2099.8999999998555,9202,True,2099.8999999998555,False
144,1916.9999999999484,4313,True,1916.9999999999484,False
145,1808.84999999992,3101,True,1808.84999999992,False
146,566.2999999999449,2895,True,566.2999999999449,False
147,604.4499999998411,11005,True,604.4499999998411,False
148,756.0999999999663,1761,True,756.0999999999663,False
149,1350.999999999934,3010,True,1350.999999999934,False
150,1191.6499999999444,2326,True,1191.6499999999444,False
151,1552.5499999999035,5060,True,1552.5499999999035,False
152,837.4999999999382,3374,True,837.4999999999382,False
153,1948.449999999995,6336,True,1948.449999999995,False
154,222.2500000000067,5293,True,222.2500000000067,False
155,967.7999999999172,5413,True,967.7999999999172,False
156,782.1499999998391,11723,True,782.1499999998391,False
157,700.5999999996127,14122,True,700.5999999996127,False
158,1314.0999999998935,6319,True,1314.0999999998935,False
159,1726.549999999792,8252,True,1726.549999999792,False
160,614.5999999997321,13523,True,614.5999999997321,False
161,-149.44999999996674,15625,True,-149.44999999996674,False
162,-236.7000000003801,19032,True,-236.7000000003801,False
163,1055.499999999926,3584,True,1055.499999999926,False
164,1208.2999999999602,1825,True,1208.2999999999602,False
165,1309.9499999999377,7282,True,1309.9499999999377,False
166,814.9499999999753,1003,True,814.9499999999753,False
167,1233.5499999999663,1231,True,1233.5499999999663,False
168,124.6999999998742,11265,True,124.6999999998742,False
169,635.8999999999812,1049,True,635.8999999999812,False
170,1516.39999999983,9699,True,1516.39999999983,False
171,786.9999999999748,1643,True,786.9999999999748,False
172,2101.100000000014,7635,True,2101.100000000014,False
173,1156.2499999998868,5503,True,1156.2499999998868,False
174,-188.85000000003527,12290,True,-188.85000000003527,False
175,2063.899999999975,5328,True,2063.899999999975,False
176,1279.9499999999318,5463,True,1279.9499999999318,False
1,1541.3999999999241,4406,True,1541.3999999999241,False
1,1666.4999999999347,4959,True,1666.4999999999347,False
2,93.94999999994889,6750,True,93.94999999994889,False
3,749.8999999999755,5456,True,749.8999999999755,False
4,-105.34999999998286,4589,True,-105.34999999998286,False
5,-556.6000000000333,6005,True,-556.6000000000333,False
6,1260.2499999999493,3789,True,1260.2499999999493,False
7,555.6999999999427,2760,True,555.6999999999427,False
8,367.2999999999923,3381,True,367.2999999999923,False
9,-709.5499999999931,4107,True,-709.5499999999931,False
10,696.799999999954,2464,True,696.799999999954,False
11,574.0999999999979,3781,True,574.0999999999979,False
12,975.9499999998932,3992,True,975.9499999998932,False
13,545.4999999999811,4497,True,545.4999999999811,False
14,-580.4499999999882,6947,True,-580.4499999999882,False
15,462.84999999996734,1725,True,462.84999999996734,False
16,1112.1499999999364,3285,True,1112.1499999999364,False
17,264.649999999969,3671,True,264.649999999969,False
18,425.249999999973,9055,True,425.249999999973,False
19,1815.5499999999554,2229,True,1815.5499999999554,False
20,1190.199999999929,6584,True,1190.199999999929,False
21,1899.199999999929,2697,True,1899.199999999929,False
1,1164.44999999995,3069,True,1164.44999999995,False
2,1384.6999999999418,2129,True,1384.6999999999418,False
3,877.6999999999789,1401,True,877.6999999999789,False
4,1404.4499999999337,2765,True,1404.4499999999337,False
5,402.2999999998444,10776,True,402.2999999998444,False
6,1314.8999999999257,7010,True,1314.8999999999257,False
7,1491.6499999999285,4059,True,1491.6499999999285,False
8,1105.5999999999508,3166,True,1105.5999999999508,False
9,1625.3999999999467,2325,True,1625.3999999999467,False
10,1119.7499999999607,2204,True,1119.7499999999607,False
11,271.39999999993614,9971,True,271.39999999993614,False
12,810.6999999999798,1513,True,810.6999999999798,False
13,975.999999999882,6308,True,975.999999999882,False
14,1137.9999999999325,4529,True,1137.9999999999325,False
15,440.04999999984847,9505,True,440.04999999984847,False
16,1475.3499999999324,2214,True,1475.3499999999324,False
17,1860.949999999859,6327,True,1860.949999999859,False
18,737.3999999999617,2471,True,737.3999999999617,False
19,1020.4999999999698,3291,True,1020.4999999999698,False
20,1850.5499999999229,3902,True,1850.5499999999229,False
21,1781.4999999999045,6941,True,1781.4999999999045,False
22,1076.2499999999625,1953,True,1076.2499999999625,False
23,464.1999999999814,2329,True,464.1999999999814,False
24,1830.3499999999342,3359,True,1830.3499999999342,False
25,-1099.8500000001686,12477,True,-1099.8500000001686,False
26,707.0999999999456,3330,True,707.0999999999456,False
27,130.750000000005,3926,True,130.750000000005,False
28,-90.89999999998813,4005,True,-90.89999999998813,False
29,478.69999999998987,2947,True,478.69999999998987,False
30,879.2999999999561,3226,True,879.2999999999561,False
31,1003.599999999969,1737,True,1003.599999999969,False
32,947.3999999999767,2869,True,947.3999999999767,False
33,408.54999999999876,671,True,408.54999999999876,False
34,684.9499999999734,1513,True,684.9499999999734,False
35,-2552.949999999438,11444,True,-2552.949999999438,False
36,2013.4499999999978,3246,True,2013.4499999999978,False
37,630.6999999999625,1863,True,630.6999999999625,False
38,-78.25000000008214,12446,True,-78.25000000008214,False
39,1790.9500000000164,5677,True,1790.9500000000164,False
40,1077.2499999999295,3328,True,1077.2499999999295,False
41,667.599999999904,3961,True,667.599999999904,False
42,1104.2499999999595,2459,True,1104.2499999999595,False
43,1312.1499999999285,2604,True,1312.1499999999285,False
44,1339.1499999999241,2584,True,1339.1499999999241,False
1,1815.2000000000792,6214,True,1815.2000000000792,False
1,1520.849999999957,2225,True,1520.849999999957,False
2,2305.0499999999965,1671,True,2305.0499999999965,False
3,1719.4999999999563,1951,True,1719.4999999999563,False
4,836.449999999978,893,True,836.449999999978,False
5,2478.2500000000496,3556,True,2478.2500000000496,False
6,639.1499999999968,443,True,639.1499999999968,False
7,650.1499999999966,423,True,650.1499999999966,False
8,1148.0999999999572,3029,True,1148.0999999999572,False
9,1736.5999999999442,2591,True,1736.5999999999442,False
10,639.649999999997,453,True,639.649999999997,False
11,2247.3499999999945,2477,True,2247.3499999999945,False
12,1613.1499999999585,1781,True,1613.1499999999585,False
13,2516.7500000000286,3236,True,2516.7500000000286,False
14,1410.74999999997,1179,True,1410.74999999997,False
15,1562.449999999954,2981,True,1562.449999999954,False
16,2194.2000000000094,2824,True,2194.2000000000094,False
17,1014.9999999999795,1669,True,1014.9999999999795,False
18,1667.499999999946,4085,True,1667.499999999946,False
19,2311.1500000000024,4032,True,2311.1500000000024,False
20,2179.3000000000093,2574,True,2179.3000000000093,False
21,1436.849999999965,1474,True,1436.849999999965,False
22,2259.400000000018,2497,True,2259.400000000018,False
1,1734.699999999941,3402,True,1734.699999999941,False
2,1182.8499999999622,1519,True,1182.8499999999622,False
